4660	1616113111506	-325	0
4661	1616113111600	-326	0
4662	1616113111694	-325	0
4663	1616113111788	-330	0
4664	1616113111882	-324	0
4665	1616113111976	-327	0
4666	1616113112070	-326	0
4667	1616113112159	-327	0
4668	1616113112253	-329	0
4669	1616113112347	-327	0
4670	1616113112441	-326	0
4671	1616113112535	-327	0
4672	1616113112629	-326	0
4673	1616113112723	-327	0
4674	1616113112817	-327	0
4675	1616113112911	-327	0
4676	1616113113005	-327	0
4677	1616113113099	-327	0
4678	1616113113193	-328	0
4679	1616113113287	-325	0
4680	1616113113378	-327	0
4681	1616113113472	-329	0
4682	1616113113566	-325	0
4683	1616113113660	-327	0
4684	1616113113754	-327	0
4685	1616113113848	-323	0
4686	1616113113942	-325	0
4687	1616113114036	-325	0
4688	1616113114130	-323	0
4689	1616113114224	-325	0
4690	1616113114318	-323	0
4691	1616113114412	-323	0
4692	1616113114506	-326	0
4693	1616113114596	-323	0
4694	1616113114690	-325	0
4695	1616113114784	-320	1
4696	1616113114878	-320	1
4697	1616113114972	-317	1
4698	1616113115066	-319	1
4699	1616113115160	-309	1
4700	1616113115254	-307	1
4701	1616113115348	-304	1
4702	1616113115442	-303	1
4703	1616113115536	-302	1
4704	1616113115630	-297	1
4705	1616113115724	-276	1
4706	1616113115816	-270	1
4707	1616113115910	-273	1
4708	1616113116004	-293	1
4709	1616113116098	-312	1
4710	1616113116192	-324	1
4711	1616113116286	-327	1
4712	1616113116380	-330	1
4713	1616113116474	-333	1
4714	1616113116568	-327	1
4715	1616113116662	-329	1
4716	1616113116756	-328	0
4717	1616113116850	-327	0
4718	1616113116944	-328	0
4719	1616113117034	-327	0
4720	1616113117128	-328	0
4721	1616113117222	-326	0
4722	1616113117316	-327	0
4723	1616113117410	-323	0
4724	1616113117504	-325	0
4725	1616113117598	-329	0
4726	1616113117692	-327	0
4727	1616113117786	-328	0
4728	1616113117880	-328	0
4729	1616113117974	-327	0
4730	1616113118068	-327	0
4731	1616113118162	-327	0
4732	1616113118261	-325	0
4733	1616113118355	-327	0
4734	1616113118449	-327	0
4735	1616113118543	-327	0
4736	1616113118637	-329	0
4737	1616113118731	-327	0
4738	1616113118825	-327	0
4739	1616113118919	-327	0
4740	1616113119013	-329	0
4741	1616113119107	-327	0
4742	1616113119201	-327	0
4743	1616113119295	-321	0
4744	1616113119389	-328	0
4745	1616113119479	-329	0
4746	1616113119573	-329	0
4747	1616113119667	-327	0
4748	1616113119761	-328	0
4749	1616113119855	-327	0
4750	1616113119949	-331	0
4751	1616113120043	-326	0
4752	1616113120137	-329	0
4753	1616113120231	-326	0
4754	1616113120325	-325	0
4755	1616113120419	-328	0
4756	1616113120513	-328	0
4757	1616113120607	-331	0
4758	1616113120697	-327	0
4759	1616113120791	-330	0
4760	1616113120885	-330	0
4761	1616113120979	-325	0
4762	1616113121073	-329	0
4763	1616113121167	-330	0
4764	1616113121261	-328	0
4765	1616113121355	-329	0
4766	1616113121449	-329	0
4767	1616113121543	-332	0
4768	1616113121637	-333	0
4769	1616113121731	-335	0
4770	1616113121825	-340	1
4771	1616113121917	-339	1
4772	1616113122011	-342	1
4773	1616113122105	-343	1
4774	1616113122199	-354	1
4775	1616113122293	-355	1
4776	1616113122387	-361	1
4777	1616113122481	-358	1
4778	1616113122575	-359	1
4779	1616113122669	-346	1
4780	1616113122763	-299	1
4781	1616113122857	-290	1
4782	1616113122951	-262	1
4783	1616113123045	-242	1
4784	1616113123135	-234	1
4785	1616113123229	-245	1
4786	1616113123323	-274	1
4787	1616113123417	-295	1
4788	1616113123511	-304	1
4789	1616113123605	-310	1
4790	1616113123699	-319	1
4791	1616113123793	-321	1
4792	1616113123887	-324	1
4793	1616113123981	-326	1
4794	1616113124075	-327	1
4795	1616113124169	-326	1
4796	1616113124263	-328	1
4797	1616113124356	-327	1
4798	1616113124452	-327	1
4799	1616113124548	-328	1
4800	1616113124644	-330	1
4801	1616113124740	-325	0
4802	1616113124836	-321	0
4803	1616113124932	-327	0
4804	1616113125028	-330	0
4805	1616113125124	-330	0
4806	1616113125220	-327	0
4807	1616113125316	-326	0
4808	1616113125412	-328	0
4809	1616113125508	-327	0
4810	1616113125609	-327	0
4811	1616113125701	-328	0
4812	1616113125793	-327	0
4813	1616113125885	-327	0
4814	1616113125977	-327	0
4815	1616113126069	-327	0
4816	1616113126161	-327	0
4817	1616113126253	-326	0
4818	1616113126345	-327	0
4819	1616113126437	-321	0
4820	1616113126529	-327	0
4821	1616113126621	-328	0
4822	1616113126713	-327	0
4823	1616113126810	-327	0
4824	1616113126904	-329	0
4825	1616113126998	-327	0
4826	1616113127092	-327	0
4827	1616113127186	-329	0
4828	1616113127280	-327	0
4829	1616113127374	-323	0
4830	1616113127468	-324	0
4831	1616113127562	-327	0
4832	1616113127656	-330	0
4833	1616113127750	-328	0
4834	1616113127844	-324	0
4835	1616113127938	-326	0
4836	1616113128028	-326	0
4837	1616113128123	-327	0
4838	1616113128218	-325	0
4839	1616113128313	-327	0
4840	1616113128408	-328	0
4841	1616113128503	-328	0
4842	1616113128598	-327	0
4843	1616113128693	-329	0
4844	1616113128788	-320	0
4845	1616113128883	-330	0
4846	1616113128978	-326	0
4847	1616113129073	-325	0
4848	1616113129168	-327	0
4849	1616113129261	-327	0
4850	1616113129355	-327	0
4851	1616113129449	-327	0
4852	1616113129543	-328	0
4853	1616113129637	-329	0
4854	1616113129731	-327	0
4855	1616113129825	-327	0
4856	1616113129919	-326	0
4857	1616113130013	-328	0
4858	1616113130107	-327	0
4859	1616113130201	-329	0
4860	1616113130295	-329	0
4861	1616113130389	-326	0
