2485	1610678654155	229.06522863
2486	1610678654249	161.46923196
2487	1610678654343	205.69520495
2488	1610678654437	186.61613276
2489	1610678654531	305.79705152
2490	1610678654625	308.93736539
2491	1610678654719	201.75187721
2492	1610678654813	205.70989533
2493	1610678654907	179.71516612
2494	1610678655001	260.87041582
2495	1610678655095	183.15748238
2496	1610678655184	177.08792187
2497	1610678655278	252.88114701
2498	1610678655372	170.67197640
2499	1610678655466	197.12934139
2500	1610678655560	111.45752759
2501	1610678655654	238.82878560
2502	1610678655748	305.66673088
2503	1610678655842	238.76324274
2504	1610678655936	279.38744862
2505	1610678656030	153.78742798
2506	1610678656124	217.16397353
2507	1610678656218	151.46331903
2508	1610678656312	187.70630701
2509	1610678656406	240.56008760
2510	1610678656500	203.78576926
2511	1610678656594	120.70991413
2512	1610678656688	125.06441985
2513	1610678656782	123.43659126
2514	1610678656876	223.15904732
2515	1610678656970	308.41541473
2516	1610678657064	267.93809819
2517	1610678657158	74.19604951
2518	1610678657252	202.15357420
2519	1610678657346	221.56667862
2520	1610678657440	256.43290348
2521	1610678657534	254.56825823
2522	1610678657626	264.29532215
2523	1610678657721	351.39444816
2524	1610678657816	198.38993257
2525	1610678657911	243.70268135
2526	1610678658006	87.94771251
2527	1610678658101	265.97747576
2528	1610678658196	365.62306059
2529	1610678658291	456.20941080
2530	1610678658386	310.83115559
2531	1610678658481	230.98552056
2532	1610678658576	194.67044613
2533	1610678658671	230.06267641
2534	1610678658766	223.16248511
2535	1610678658859	242.51925401
2536	1610678658953	230.40412432
2537	1610678659047	203.76598028
2538	1610678659141	199.11041520
2539	1610678659235	181.18550373
2540	1610678659329	130.69588292
2541	1610678659423	149.79674336
2542	1610678659517	181.73047938
2543	1610678659611	213.44526346
2544	1610678659705	277.23622949
2545	1610678659799	195.90760670
2546	1610678659893	255.24612843
2547	1610678659987	259.40629994
2548	1610678660077	185.50437177
2549	1610678660171	231.82215128
2550	1610678660265	186.84165463
2551	1610678660359	273.72621403
2552	1610678660453	234.07960774
2553	1610678660547	135.89636017
2554	1610678660641	209.06083677
2555	1610678660735	291.60765556
2556	1610678660829	188.25895952
2557	1610678660923	229.75982168
2558	1610678661017	230.14460137
2559	1610678661111	143.33640371
2560	1610678661205	227.21530084
2561	1610678661297	121.74151093
2562	1610678661390	165.88175934
2563	1610678661483	261.20922284
2564	1610678661576	219.77027628
2565	1610678661669	184.49825272
2566	1610678661762	226.69103297
2567	1610678661855	198.90403263
2568	1610678661948	198.89038961
2569	1610678662041	236.23020256
2570	1610678662134	160.30060811
2571	1610678662227	202.41305053
2572	1610678662320	183.07091073
2573	1610678662413	118.22205722
2574	1610678662511	146.70875710
2575	1610678662605	286.22442430
2576	1610678662699	221.30440854
2577	1610678662793	127.59490481
2578	1610678662887	113.70419290
2579	1610678662981	191.04764001
2580	1610678663075	285.83934664
2581	1610678663169	187.95577021
2582	1610678663263	264.89590944
2583	1610678663357	213.50557221
2584	1610678663451	214.05085854
2585	1610678663545	107.92939204
2586	1610678663639	283.62825366
2587	1610678663734	175.82768471
2588	1610678663828	46.54536728
2589	1610678663922	-698.46093240
2590	1610678664016	19.91244457
2591	1610678664110	-62.49046818
2592	1610678664204	-84.24910855
2593	1610678664298	362.39173850
2594	1610678664392	411.58717287
2595	1610678664486	294.59619598
2596	1610678664580	319.26925214
2597	1610678664674	262.74074784
2598	1610678664768	161.46312856
2599	1610678664862	233.38243104
2600	1610678664951	160.46071632
2601	1610678665045	137.21447065
2602	1610678665139	257.91005464
2603	1610678665233	104.72194051
2604	1610678665327	253.04311449
2605	1610678665421	190.33730253
2606	1610678665515	188.59599776
2607	1610678665609	222.67731530
2608	1610678665703	229.08208001
2609	1610678665797	158.87130650
2610	1610678665891	244.57126304
2611	1610678665985	207.41934086
2612	1610678666079	132.29945819
2613	1610678666169	190.88192359
2614	1610678666263	275.97051238
2615	1610678666357	294.17007175
2616	1610678666451	241.55057440
2617	1610678666545	137.90405450
2618	1610678666639	231.11265710
2619	1610678666733	248.87440512
2620	1610678666827	242.00913653
2621	1610678666921	247.25909504
2622	1610678667015	219.12720646
2623	1610678667109	196.22821353
2624	1610678667203	165.82837142
2625	1610678667297	97.08906466
2626	1610678667389	220.83145839
2627	1610678667483	212.40633172
2628	1610678667577	231.78624107
2629	1610678667671	126.82938121
2630	1610678667765	235.58281229
2631	1610678667859	312.90255075
